accuracy,val_accuracy,loss,val_loss
0.5935114622116089,0.6241666674613953,0.6592597365379333,0.6385740637779236
0.62385493516922,0.5433333516120911,0.9335062503814697,1.1300395727157593
0.5570610761642456,0.5525000095367432,0.6964393854141235,0.6628229022026062
0.6608778834342957,0.5766666531562805,0.6324341297149658,0.6754828691482544
0.6610686779022217,0.6600000262260437,0.6082459688186646,0.6012099981307983
0.699999988079071,0.6549999713897705,0.5772004127502441,0.6145749688148499
0.7038167715072632,0.684166669845581,0.5746913552284241,0.6012049317359924
0.6938931345939636,0.675000011920929,0.5739366412162781,0.598469078540802
0.7019084095954895,0.6933333277702332,0.5638080835342407,0.5934796333312988
0.6889312863349915,0.6066666841506958,0.5854377150535583,0.667466402053833
0.7095419764518738,0.6891666650772095,0.5653539896011353,0.595353364944458
0.7133587598800659,0.6899999976158142,0.5557642579078674,0.5859484672546387
0.6906488537788391,0.67166668176651,0.6004132628440857,0.5986509323120117
0.7015267014503479,0.6666666865348816,0.5674640536308289,0.6191775798797607
0.716984748840332,0.6883333325386047,0.552301287651062,0.5927222967147827
0.7213740348815918,0.7091666460037231,0.5389200448989868,0.5695383548736572
0.7320610880851746,0.7108333110809326,0.5312945246696472,0.5737454891204834
0.6942747831344604,0.7041666507720947,0.5739251375198364,0.5602246522903442
0.7301526665687561,0.6916666626930237,0.5329351425170898,0.575310230255127
0.7278625965118408,0.7066666483879089,0.5345133543014526,0.5454920530319214
