accuracy,val_accuracy,loss,val_loss
0.5438931584358215,0.5383333563804626,0.6897490620613098,0.6889660358428955
0.5431297421455383,0.5416666865348816,0.6872909665107727,0.6861209869384766
0.5477099418640137,0.5350000262260437,0.6849737763404846,0.6810365319252014
0.5872137546539307,0.5358333587646484,0.6725638508796692,0.679979681968689
0.5965648889541626,0.6575000286102295,0.6607075333595276,0.6334073543548584
0.6320610642433167,0.6683333516120911,0.6413543224334717,0.6116790175437927
0.6435114741325378,0.6691666841506958,0.6286906599998474,0.6048516631126404
0.6866412162780762,0.6949999928474426,0.6047020554542542,0.583768904209137
0.693320631980896,0.7091666460037231,0.5804226994514465,0.5582095384597778
0.7049618363380432,0.7266666889190674,0.5673673152923584,0.5592637062072754
0.6981481313705444,0.659166693687439,0.5699180960655212,0.5932585597038269
0.7198473215103149,0.6808333396911621,0.5447592735290527,0.5774138569831848
0.7232824563980103,0.7124999761581421,0.5463477373123169,0.5430389642715454
0.7143129706382751,0.6008333563804626,0.5462973117828369,0.6463798880577087
0.7286259531974792,0.7166666388511658,0.5344186425209045,0.5265530943870544
0.7332060933113098,0.7275000214576721,0.5213651061058044,0.5169968008995056
0.7335878014564514,0.7333333492279053,0.5193794369697571,0.5361519455909729
0.7496182918548584,0.7366666793823242,0.49992749094963074,0.5153228640556335
0.7372137308120728,0.7350000143051147,0.5177415609359741,0.5022106766700745
0.7555555701255798,0.715833306312561,0.48730677366256714,0.5179281830787659
