accuracy,val_accuracy,loss,val_loss
0.5486640930175781,0.5674999952316284,0.683808445930481,0.6573915481567383
0.5719465613365173,0.6175000071525574,0.6768994927406311,0.688125729560852
0.609160304069519,0.6483333110809326,0.6640357375144958,0.6340696215629578
0.6127777695655823,0.6766666769981384,0.6545119285583496,0.6251832246780396
0.6225190758705139,0.6775000095367432,0.6399146914482117,0.5953731536865234
0.642175555229187,0.503333330154419,0.6249549984931946,0.7228075861930847
0.6410305500030518,0.7074999809265137,0.6279537081718445,0.5617387294769287
0.6778625845909119,0.7041666507720947,0.5922773480415344,0.5533548593521118
0.7116411924362183,0.7091666460037231,0.5546391606330872,0.5554641485214233
0.7227098941802979,0.7208333611488342,0.5474166870117188,0.5430993437767029
0.7456107139587402,0.7291666865348816,0.5220955014228821,0.5612549781799316
0.722328245639801,0.7124999761581421,0.5414043664932251,0.5395603179931641
0.7453703880310059,0.737500011920929,0.49670636653900146,0.487064003944397
0.7417938709259033,0.7508333325386047,0.5010814666748047,0.5073520541191101
0.7633587718009949,0.7358333468437195,0.47086504101753235,0.48964741826057434
0.7740458250045776,0.7408333420753479,0.45526957511901855,0.47823792695999146
0.7864503860473633,0.746666669845581,0.4367954432964325,0.5858035087585449
0.7734732627868652,0.7391666769981384,0.4622970521450043,0.49911195039749146
0.7816793918609619,0.7008333206176758,0.436068594455719,0.5142704844474792
0.7845419645309448,0.7633333206176758,0.43043801188468933,0.45587748289108276
0.8072519302368164,0.778333306312561,0.40769514441490173,0.4341709315776825
0.7715649008750916,0.7858333587646484,0.4537116289138794,0.4280337989330292
0.8116412162780762,0.7908333539962769,0.3953934907913208,0.453591912984848
0.7333969473838806,0.6600000262260437,0.5087676048278809,0.6462461352348328
0.7879770994186401,0.7908333539962769,0.4476311504840851,0.40623143315315247
0.7961832284927368,0.7958333492279053,0.4208499789237976,0.408415287733078
0.8116412162780762,0.7883333563804626,0.402255654335022,0.4138217270374298
0.7935114502906799,0.8133333325386047,0.4212755560874939,0.3857632577419281
0.8259541988372803,0.8149999976158142,0.37098076939582825,0.3898574709892273
0.817175567150116,0.8133333325386047,0.3901132047176361,0.3840528726577759
0.8255724906921387,0.8125,0.3764914572238922,0.3943304419517517
0.818511426448822,0.8149999976158142,0.38371744751930237,0.37576156854629517
0.8276717662811279,0.7850000262260437,0.37530118227005005,0.4511244297027588
0.8244444727897644,0.7866666913032532,0.3660665452480316,0.4255521893501282
0.8284351229667664,0.7741666436195374,0.36250928044319153,0.466480553150177
0.8209923505783081,0.8141666650772095,0.36967572569847107,0.37595468759536743
0.8404580354690552,0.7875000238418579,0.3489167094230652,0.41732314229011536
0.8232824206352234,0.7758333086967468,0.37965601682662964,0.4605901539325714
0.8215649127960205,0.8149999976158142,0.3732697367668152,0.38283541798591614
0.834160327911377,0.8083333373069763,0.3535879850387573,0.38494589924812317
0.8402671813964844,0.8299999833106995,0.35317718982696533,0.3663385808467865
0.8463740348815918,0.8025000095367432,0.3429551124572754,0.4120059311389923
0.854629635810852,0.8441666960716248,0.32818666100502014,0.34813597798347473
0.830152690410614,0.8374999761581421,0.36561885476112366,0.35028785467147827
0.8280534148216248,0.8383333086967468,0.3562701344490051,0.3532491624355316
0.8322519063949585,0.824999988079071,0.3655899465084076,0.3800966441631317
0.8433206081390381,0.8241666555404663,0.3438827395439148,0.360161691904068
0.8515267372131348,0.8500000238418579,0.33276134729385376,0.3414905369281769
0.851335883140564,0.8366666436195374,0.33540892601013184,0.36212196946144104
0.8574427366256714,0.8100000023841858,0.3188154697418213,0.42570847272872925
