accuracy,val_accuracy,loss,val_loss
0.7919847369194031,0.5808333158493042,0.42820873856544495,0.6748436689376831
0.8679389357566833,0.4399999976158142,0.3080440163612366,0.7824309468269348
0.8895038366317749,0.4333333373069763,0.26614460349082947,0.9203860759735107
0.8969465494155884,0.4633333384990692,0.2475784420967102,1.0820422172546387
0.9053435325622559,0.4583333432674408,0.22708861529827118,2.3469412326812744
0.901526689529419,0.45916667580604553,0.24029260873794556,1.654961109161377
0.9076336026191711,0.4625000059604645,0.22126224637031555,1.8889542818069458
0.9217557311058044,0.46166667342185974,0.20004136860370636,3.163985013961792
0.9232824444770813,0.4516666531562805,0.18766015768051147,2.0683505535125732
0.9255725145339966,0.5741666555404663,0.1862373799085617,1.0931988954544067
0.926335871219635,0.5008333325386047,0.18535050749778748,1.772432804107666
0.9259542226791382,0.46000000834465027,0.18468236923217773,3.8292932510375977
0.9255725145339966,0.5433333516120911,0.18714496493339539,1.240376353263855
0.9309160113334656,0.4716666638851166,0.17178267240524292,7.733616352081299
0.9425572752952576,0.6391666531562805,0.1418985277414322,1.2050763368606567
0.9353053569793701,0.7208333611488342,0.1602289229631424,1.067808985710144
0.9366412162780762,0.7058333158493042,0.15575498342514038,1.0543029308319092
0.947519063949585,0.762499988079071,0.1345592439174652,0.6198666095733643
0.9467557072639465,0.8391666412353516,0.1424100548028946,0.4832911193370819
0.9498091340065002,0.7458333373069763,0.12883521616458893,0.8513101935386658
0.9284350872039795,0.4558333456516266,0.18167537450790405,19.267473220825195
0.9393129944801331,0.47999998927116394,0.14546531438827515,4.156993389129639
0.9456107020378113,0.5849999785423279,0.13685311377048492,3.833984851837158
0.9509541988372803,0.7358333468437195,0.12563034892082214,1.4849586486816406
0.9528626203536987,0.6000000238418579,0.11898631602525711,2.956230401992798
0.9515267014503479,0.7308333516120911,0.12382858246564865,0.7500982880592346
0.9564885497093201,0.5224999785423279,0.11321169883012772,3.1713902950286865
0.9559160470962524,0.6016666889190674,0.1130635142326355,1.7826192378997803
0.964503824710846,0.7766666412353516,0.10012515634298325,0.4966293275356293
0.9620229005813599,0.6316666603088379,0.09923327714204788,0.8841655254364014
0.9524809122085571,0.6258333325386047,0.11896010488271713,2.829418420791626
0.9692748188972473,0.534166693687439,0.08235254138708115,4.197832107543945
0.9618320465087891,0.5483333468437195,0.10058178007602692,5.470951557159424
0.9677481055259705,0.7166666388511658,0.08466459065675735,0.9481403827667236
0.9687023162841797,0.7508333325386047,0.08495496958494186,0.8658060431480408
0.9648854732513428,0.5916666388511658,0.08552820980548859,1.695680856704712
0.9666030406951904,0.659166693687439,0.08753833174705505,1.2867608070373535
0.9671755433082581,0.7308333516120911,0.07757781445980072,0.8435050249099731
0.9652671813964844,0.6449999809265137,0.09727390855550766,1.660474419593811
0.9541984796524048,0.5525000095367432,0.11270708590745926,7.172877788543701
0.9692748188972473,0.5450000166893005,0.08920254558324814,3.8283185958862305
0.9664121866226196,0.7325000166893005,0.08094692975282669,1.2689149379730225
0.9603053331375122,0.5475000143051147,0.10073410719633102,2.409149646759033
0.9778625965118408,0.5183333158493042,0.060382284224033356,7.956141948699951
0.9706106781959534,0.7866666913032532,0.07265602797269821,0.6255128383636475
0.9774808883666992,0.6433333158493042,0.06506559997797012,3.0339717864990234
0.9769083857536316,0.612500011920929,0.060596633702516556,3.725196599960327
0.9736641049385071,0.7041666507720947,0.06877470016479492,1.2382161617279053
0.9597328305244446,0.5299999713897705,0.10052761435508728,3.498486280441284
0.9687023162841797,0.7683333158493042,0.08532711118459702,0.7134732007980347
